id,latitude_mean,longitude_mean,is_outside,amphitheatre
7926,36.68838878407088,2.866202412530982,False,Amphi 8
5309,36.688353,2.8666904,False,Amphi 5
5786,36.6883543,2.8666798,False,Amphi 5
3061,36.6883318,2.8664615,True,Outside
7132,36.6882777,2.8661225,False,Amphi 4
3837,36.6883548,2.8664807,False,Amphi 6
6020,36.68838470264164,2.8663341189158738,False,Amphi 3
3674,36.6883415,2.8667034,False,Amphi 5
2379,36.6883484,2.866505,False,Amphi 2
7511,36.6883437,2.8660616,False,Amphi 8
4653,36.6883361,2.8664785,False,Amphi 2
3399,36.68839227506409,2.8664596171613947,False,Amphi 6
1402,36.6883384,2.866483,False,Amphi 2
3757,36.6883688,2.8664602,False,Amphi 6
4077,36.6883492,2.8664677,False,Amphi 6
7998,36.68838056124115,2.8661992220687025,False,Amphi 8
3663,36.6883415,2.8667034,False,Amphi 5
1195,36.68844723001519,2.866516295829069,False,Amphi 2
8442,36.6883783196034,2.86656545785872,False,Amphi 6
3448,36.68839073260428,2.86650320861454,False,Amphi 6
4651,36.6883361,2.8664785,False,Amphi 2
2071,36.688348,2.8664917,False,Amphi 2
668,36.688354,2.8665082,False,Amphi 2
313,36.688346,2.8664982,False,Amphi 2
8250,36.6883196,2.8661704,False,Amphi 8
5480,36.6883414,2.8666967,False,Amphi 5
7577,36.6883407,2.8660552,False,Amphi 8
aug_192,36.688362493203286,2.8662678145993463,False,Amphi 7
424,36.688348,2.8664913,False,Amphi 2
5476,36.6883348,2.8666952,False,Amphi 5
3700,36.6883512,2.8666995,False,Amphi 5
6647,36.68836593000324,2.866134416205677,False,Amphi 4
6674,36.6882787,2.8661102,False,Amphi 4
316,36.688346,2.8664982,False,Amphi 2
7086,36.6882768,2.8661226,False,Amphi 4
1507,36.6883349,2.8664607,False,Amphi 2
801,36.6883493,2.8665121,False,Amphi 2
4473,36.6883852,2.8666917,False,Amphi 5
939,36.6883403,2.8664937,False,Amphi 2
8366,36.6883031,2.8661321,False,Amphi 8
7194,36.6883478,2.8666814,False,Amphi 1
2965,36.6883032,2.8668344,True,Outside
8655,36.6884027274666,2.86646704508368,False,Amphi 6
8263,36.688371682402575,2.8662029526373654,False,Amphi 8
1999,36.68842773050232,2.8665058796899827,False,Amphi 2
4336,36.68835773466905,2.866315762496701,False,Amphi 7
8425,36.6883790682534,2.86640541333842,False,Amphi 6
2616,36.6883559,2.8665037,False,Amphi 2
475,36.688351,2.8664964,False,Amphi 2
6559,36.6883011,2.8661289,False,Amphi 4
3096,36.6882551,2.8662401,True,Outside
2178,36.68841442267915,2.866503429993013,False,Amphi 2
6090,36.6883889,2.8667436,False,Amphi 1
5617,36.6883481,2.8666787,False,Amphi 5
2058,36.6883507,2.8664967,False,Amphi 2
6791,36.6882902,2.8661126,False,Amphi 4
aug_280,36.68836338433557,2.866280021446111,False,Amphi 7
6988,36.6882743,2.8661181,False,Amphi 4
768,36.6883478,2.8664973,False,Amphi 2
1053,36.68844122149701,2.8665354208956395,False,Amphi 2
1417,36.6883432,2.8664847,False,Amphi 2
4714,36.6884248,2.8666647,False,Amphi 1
830,36.688347,2.8665071,False,Amphi 2
3552,36.6884224,2.866685,False,Amphi 1
7749,36.6883223,2.8662274,True,Outside
2562,36.6883449,2.8664994,False,Amphi 2
8378,36.6883486020893,2.86613110864229,False,Amphi 8
4171,36.6883196,2.8664462,False,Amphi 6
1557,36.6883302,2.8664772,False,Amphi 2
6954,36.6882452,2.8661051,False,Amphi 4
3010,36.6883715,2.8666933,True,Outside
5262,36.6883516,2.8666887,False,Amphi 5
5399,36.6883542,2.8667003,False,Amphi 5
2599,36.6883532,2.8665043,False,Amphi 2
4137,36.6883657,2.8666942,False,Amphi 5
3966,36.6883257,2.8664658,False,Amphi 6
4056,36.6883484,2.8664692,False,Amphi 6
7582,36.6883459,2.8660679,False,Amphi 8
1699,36.6883434,2.8664871,False,Amphi 2
3577,36.68837101195347,2.8665138957921865,False,Amphi 6
1208,36.6883416,2.8664821,False,Amphi 2
8168,36.6883111,2.8661631,False,Amphi 8
3993,36.6883436,2.8664694,False,Amphi 6
7580,36.6883459,2.8660679,False,Amphi 8
2287,36.6883497,2.8665123,False,Amphi 2
7650,36.688346,2.866068,False,Amphi 8
5306,36.688353,2.8666904,False,Amphi 5
3604,36.6883485,2.8664695,False,Amphi 6
